,ID,Grade,Term_GPA,Course,Name,Age,Attendance,Gender,Latino,Race,Professor,ZIP,LAT,LNG,id
509,2016000023,3.0,2.92,ECO 110,Microeconomics,20,100%,2,No,2,Nemanja Selezan,92064,32.983606,-117.019035,76
510,2016000023,3.3,2.92,INT 210,Western Civilization &amp; the Formation of Christendom,20,97.83%,2,No,2,David Williams,92064,32.983606,-117.019035,20
511,2016000023,3.3,2.92,MGT 315,Organizational Behavior,20,100%,2,No,2,Thomas Smith,92064,32.983606,-117.019035,89
512,2016000023,1.3,2.92,THE 105,New Testament,20,0%,2,No,2,Josiah Trenham,92064,32.983606,-117.019035,52
514,2016000023,2.7,2.64,ACC 220,Financial Accounting,20,100%,2,No,2,Pete Boukouzis,92064,32.983606,-117.019035,79
515,2016000023,2.7,2.64,BUS 305,Business Law,20,80%,2,No,2,Donald Armento,92064,32.983606,-117.019035,23
516,2016000023,4.0,2.64,Chapel,Chapel,20,100%,2,No,2,John Reimann,92064,32.983606,-117.019035,46
517,2016000023,3.3,2.64,MKT 260,Principles of Marketing,20,100%,2,No,2,Diana Sifford,92064,32.983606,-117.019035,22
518,2016000023,4.0,2.64,COM 105,Oral Communication,20,98%,2,No,2,Jim Getman,92064,32.983606,-117.019035,41
519,2016000023,0.7,2.64,SPA 100,Spanish I,20,96.88%,2,No,2,David Orozco,92064,32.983606,-117.019035,19
520,2016000023,4.0,2.64,KIN 110,Weight Training,20,0%,2,No,2,Alyssa Ramos,92064,32.983606,-117.019035,4
521,2016000023,1.3,0.0,ACC 230,Managerial Accounting,20,100%,2,No,2,Pete Boukouzis,92064,32.983606,-117.019035,79
522,2016000023,0.0,0.0,BUS 310,Business Leadership,20,100%,2,No,2,Diana Sifford,92064,32.983606,-117.019035,22
523,2016000023,4.0,0.0,MGT 270,Management Information Systems,20,100%,2,No,2,Jim Getman,92064,32.983606,-117.019035,41
524,2016000023,4.0,0.0,Chapel,Chapel,20,0%,2,No,2,John Reimann,92064,32.983606,-117.019035,46
526,2016000024,3.0,3.38,ECO 115,Principles of Macroeconomics,21,100%,3,Yes,0,Radu Munteanu,91765,33.986270000000005,-117.82128200000001,81
527,2016000024,4.0,3.38,FRS 100,Freshman Seminar,21,100%,3,Yes,0,Breann Williams,91765,33.986270000000005,-117.82128200000001,12
528,2016000024,2.7,3.38,INT 100,Interdisciplinary Studies,21,91.18%,3,Yes,0,Gaelan Gilbert,91765,33.986270000000005,-117.82128200000001,28
529,2016000024,3.0,3.38,MGT 100,Foundations of Business,21,100%,3,Yes,0,Nemanja Selezan,91765,33.986270000000005,-117.82128200000001,76
531,2016000024,4.0,3.38,WRI 090,Intermediate Composition,21,92.59%,3,Yes,0,Kathryn Belsey,91765,33.986270000000005,-117.82128200000001,54
533,2016000024,2.3,3.66,ECO 110,Principles of Microeconomics,21,100%,3,Yes,0,Darijo Banjac,91765,33.986270000000005,-117.82128200000001,17
534,2016000024,4.0,3.66,INT 110,Critical Reasoning,21,96.88%,3,Yes,0,Garrett Miller,91765,33.986270000000005,-117.82128200000001,29
535,2016000024,4.0,3.66,MTH 100,College Algebra,21,100%,3,Yes,0,Michael Reedy,91765,33.986270000000005,-117.82128200000001,67
536,2016000024,4.0,3.66,WRI 100,College Composition I,21,85.71%,3,Yes,0,Min Lee,91765,33.986270000000005,-117.82128200000001,71
537,2016000024,4.0,3.66,MUS 200,Intro to Music Listening and Performance,21,100%,3,Yes,0,Nazo Zakkak,91765,33.986270000000005,-117.82128200000001,75
538,2016000024,1.7,3.13,ACC 220,Financial Accounting,21,100%,3,Yes,0,Darijo Banjac,91765,33.986270000000005,-117.82128200000001,17
539,2016000024,3.7,3.13,INT 200,Classical Rhetoric,21,96.30%,3,Yes,0,Evan Getz,91765,33.986270000000005,-117.82128200000001,25
541,2016000024,3.3,3.13,WRI 105,College Composition II,21,96%,3,Yes,0,Bethany Getz,91765,33.986270000000005,-117.82128200000001,10
542,2016000024,3.7,3.13,MGT 210,Quantitative Business Analysis,21,100%,3,Yes,0,Christos Korgan,91765,33.986270000000005,-117.82128200000001,15
544,2016000024,3.7,3.13,COM 105,Oral Communication,21,100%,3,Yes,0,Jim Getman,91765,33.986270000000005,-117.82128200000001,41
545,2016000024,3.3,3.06,ACC 230,Managerial Accounting,21,96.88%,3,Yes,0,Darijo Banjac,91765,33.986270000000005,-117.82128200000001,17
546,2016000024,4.0,3.06,CHE 100,Natural World: Chemistry,21,96.55%,3,Yes,0,Mark Williams,91765,33.986270000000005,-117.82128200000001,63
547,2016000024,3.0,3.06,INT 210,Western Civilization &amp; the Formation of Christendom,21,100%,3,Yes,0,David Williams,91765,33.986270000000005,-117.82128200000001,20
548,2016000024,3.0,3.06,MGT 315,Organizational Behavior,21,98.04%,3,Yes,0,Thomas Smith,91765,33.986270000000005,-117.82128200000001,89
550,2016000024,2.0,3.06,THE 105,New Testament,21,0%,3,Yes,0,Josiah Trenham,91765,33.986270000000005,-117.82128200000001,52
551,2016000024,3.3,2.99,BUS 305,Business Law,21,90%,3,Yes,0,Donald Armento,91765,33.986270000000005,-117.82128200000001,23
552,2016000024,3.7,2.99,COM 100,Introduction to Communication,21,100%,3,Yes,0,Jim Getman,91765,33.986270000000005,-117.82128200000001,41
553,2016000024,3.3,2.99,FIN 430,Corporate Finance,21,88.37%,3,Yes,0,Pete Boukouzis,91765,33.986270000000005,-117.82128200000001,79
554,2016000024,3.0,2.99,MKT 320,Marketing Management,21,100%,3,Yes,0,Diana Sifford,91765,33.986270000000005,-117.82128200000001,22
555,2016000024,2.0,2.99,SPA 100,Spanish I,21,96.88%,3,Yes,0,David Orozco,91765,33.986270000000005,-117.82128200000001,19
556,2016000024,4.0,2.99,Chapel,Chapel,21,100%,3,Yes,0,John Reimann,91765,33.986270000000005,-117.82128200000001,46
557,2016000024,0.0,0.0,BUS 310,Business Leadership,21,100%,3,Yes,0,Diana Sifford,91765,33.986270000000005,-117.82128200000001,22
558,2016000024,4.0,0.0,COM 315,Communication Theory,21,100%,3,Yes,0,Jim Getman,91765,33.986270000000005,-117.82128200000001,41
559,2016000024,0.0,0.0,MTH 105,Introduction to Statistics,21,100%,3,Yes,0,Christos Korgan,91765,33.986270000000005,-117.82128200000001,15
560,2016000024,4.0,0.0,MGT 270,Management Information Systems,21,100%,3,Yes,0,Jim Getman,91765,33.986270000000005,-117.82128200000001,41
561,2016000024,4.0,0.0,Chapel,Chapel,21,0%,3,Yes,0,John Reimann,91765,33.986270000000005,-117.82128200000001,46
562,2016000026,3.3,1.31,FRS 100,Freshman Seminar,20,100%,3,No,2,Breann Williams,78009,29.357251,-98.886655,12
564,2016000026,1.0,1.31,BIO 105,Introductory Biology I and LAB,20,100%,3,No,2,Andrew Nosal,78009,29.357251,-98.886655,6
565,2016000026,0.0,1.31,CHE 105,General Chemistry I and LAB,20,100%,3,No,2,Geoff Bray,78009,29.357251,-98.886655,31
566,2016000026,1.7,1.31,INT 100,Interdisciplinary Studies,20,94.12%,3,No,2,Gaelan Gilbert,78009,29.357251,-98.886655,28
567,2016000026,2.0,1.31,WRI 090,Intermediate Composition,20,92.59%,3,No,2,Kathryn Belsey,78009,29.357251,-98.886655,54
569,2016000026,3.7,3.28,ART 100,Intro to Studio Art &amp; Art History,20,90.91%,3,No,2,Jelena Gazivoda,78009,29.357251,-98.886655,39
570,2016000026,2.7,3.28,HIS 200,Special Topics: Civil War and Reconstruction Era,20,100%,3,No,2,Breann Williams,78009,29.357251,-98.886655,12
571,2016000026,0.0,3.28,THE 105,New Testament,20,100%,3,No,2,Josiah Trenham,78009,29.357251,-98.886655,52
572,2016000026,4.0,3.28,WRI 100,College Composition I,20,85.71%,3,No,2,Min Lee,78009,29.357251,-98.886655,71
574,2016000026,2.7,3.28,INT 110,Critical Reasoning,20,96.55%,3,No,2,Garrett Miller,78009,29.357251,-98.886655,29
575,2016000027,3.7,3.56,BIO 105,Introductory Biology I and LAB,22,100%,3,No,1,Andrew Nosal,92596,33.665848,-117.04966,6
576,2016000027,3.3,3.56,CHE 105,General Chemistry I and LAB,22,96.97%,3,No,1,Geoff Bray,92596,33.665848,-117.04966,31
577,2016000027,3.3,3.56,INT 200,Classical Rhetoric,22,100%,3,No,1,Gaelan Gilbert,92596,33.665848,-117.04966,28
578,2016000027,4.0,3.56,THE 100,Orthodox Christianity,22,86.67%,3,No,1,Robert Fortuin,92596,33.665848,-117.04966,83
580,2016000027,3.0,3.01,BIO 110,Introductory Biology II and LAB,22,96.30%,3,No,1,Andrew Nosal,92596,33.665848,-117.04966,6
581,2016000027,3.7,3.01,BIO 310,Human Physiology and Anatomy II,22,97.22%,3,No,1,Andrew Nosal,92596,33.665848,-117.04966,6
582,2016000027,2.3,3.01,CHE 110,General Chemistry II and LAB,22,100%,3,No,1,Geoff Bray,92596,33.665848,-117.04966,31
583,2016000027,2.3,3.01,MTH 105,Introduction to Statistics,22,100%,3,No,1,Christos Korgan,92596,33.665848,-117.04966,15
584,2016000027,4.0,3.01,WRI 105,College Composition II,22,88.24%,3,No,1,Min Lee,92596,33.665848,-117.04966,71
586,2016000027,4.0,3.01,BIO 390,Journal Club and Scientific Writing,22,100%,3,No,1,Geoff Bray,92596,33.665848,-117.04966,31
587,2016000027,2.7,3.52,CHE 300,Biochemistry I and LAB,22,97.67%,3,No,1,Kaitlin Fisher,92596,33.665848,-117.04966,53
588,2016000027,3.7,3.52,MTH 110,Calculus I,22,95.65%,3,No,1,Michael Reedy,92596,33.665848,-117.04966,67
589,2016000027,3.7,3.52,INT 300,Ethics,22,92.86%,3,No,1,Garrett Miller,92596,33.665848,-117.04966,29
591,2016000027,3.7,3.52,ASL 100,American Sign Language I,22,100%,3,No,1,Rebecca Coleman,92596,33.665848,-117.04966,82
592,2016000027,4.0,3.52,BIO 430,Neuroscience,22,80%,3,No,1,Frank Papatheofanis,92596,33.665848,-117.04966,27
593,2016000027,3.3,3.53,ASL 105,American Sign Language II,22,86.67%,3,No,1,Rebecca Coleman,92596,33.665848,-117.04966,82
594,2016000027,3.7,3.53,BIO 225,Genetics and Genomes,22,86.05%,3,No,1,Natalia Volodina,92596,33.665848,-117.04966,73
595,2016000027,3.0,3.53,CHE 301,Biochemistry II,22,96.43%,3,No,1,Mark Williams,92596,33.665848,-117.04966,63
596,2016000027,3.7,3.53,INT 310,Modern European Thought &amp; Culture,22,96.88%,3,No,1,Gaelan Gilbert,92596,33.665848,-117.04966,28
597,2016000027,4.0,3.53,MTH 315,Biostatistics,22,87.50%,3,No,1,Evan Getz,92596,33.665848,-117.04966,25
598,2016000027,2.7,3.56,BIO 425,Cell Biology,22,82.61%,3,No,1,Gor Sarkisyan,92596,33.665848,-117.04966,33
599,2016000027,4.0,3.56,BIO 496,Senior Thesis,22,0%,3,No,1,Frank Papatheofanis,92596,33.665848,-117.04966,27
600,2016000027,3.7,3.56,INT 350,"The American Experiment in Politics, Culture &amp; Religion",22,100%,3,No,1,David Williams,92596,33.665848,-117.04966,20
601,2016000027,4.0,3.56,PSY 150,Introduction to Psychology,22,73.33%,3,No,1,Mili Metz,92596,33.665848,-117.04966,70
602,2016000027,0.0,0.0,BIO 497,Senior Thesis II,22,0%,3,No,1,Gor Sarkisyan,92596,33.665848,-117.04966,33
603,2016000028,3.0,2.92,INT 300,Ethics,26,92.68%,3,No,1,Garrett Miller,91901,32.808563,-116.710076,29
604,2016000028,3.0,2.92,KIN 200,Introduction to Kinesiology,26,89.66%,3,No,1,Jessica Rodriguez,91901,32.808563,-116.710076,40
605,2016000028,4.0,2.92,THE 100,Orthodox Christianity,26,86.67%,3,No,1,Robert Fortuin,91901,32.808563,-116.710076,83
607,2016000028,2.0,2.92,PHY 105,Physics I and LAB,26,100%,3,No,1,Geoff Bray,91901,32.808563,-116.710076,31
608,2016000028,3.0,3.3,BIO 110,Introductory Biology II and LAB,26,98.15%,3,No,1,Andrew Nosal,91901,32.808563,-116.710076,6
609,2016000028,3.3,3.3,KIN 300,Applied Kinesiology,26,100%,3,No,1,Jessica Rodriguez,91901,32.808563,-116.710076,40
610,2016000028,3.7,3.3,KIN 315,Nutrition for Health &amp; Exercise Performance,26,100%,3,No,1,Jessica Rodriguez,91901,32.808563,-116.710076,40
611,2016000028,3.3,3.3,THE 105,New Testament,26,100%,3,No,1,Josiah Trenham,91901,32.808563,-116.710076,52
612,2016000028,3.3,3.3,INT 310,Modern European Thought &amp; Culture,26,100%,3,No,1,Gaelan Gilbert,91901,32.808563,-116.710076,28
614,2016000028,3.3,3.33,KIN 325,Motor Control &amp; Learning,26,88.89%,3,No,1,Jessica Rodriguez,91901,32.808563,-116.710076,40
615,2016000028,3.7,3.33,KIN 350,Measurments and Evaluation in Kinesiology,26,92.86%,3,No,1,Josh Dexheimer,91901,32.808563,-116.710076,50
616,2016000028,4.0,3.33,KIN 460,Internship,26,100%,3,No,1,Jessica Rodriguez,91901,32.808563,-116.710076,40
617,2016000028,2.3,3.33,CHE 105,General Chemistry I and LAB,26,75%,3,No,1,Geoff Bray,91901,32.808563,-116.710076,31
618,2016000028,3.7,3.33,KIN 490,Research Methods I,26,100%,3,No,1,Jessica Rodriguez,91901,32.808563,-116.710076,40
619,2016000028,3.7,3.12,BIO 310,Human Physiology and Anatomy II,26,92.86%,3,No,1,Natalia Volodina,91901,32.808563,-116.710076,73
620,2016000028,2.3,3.12,CHE 110,General Chemistry II and LAB,26,0%,3,No,1,Geoff Bray,91901,32.808563,-116.710076,31
621,2016000028,3.0,3.12,KIN 240,Exercise Physiology and LAB,26,97.30%,3,No,1,Josh Dexheimer,91901,32.808563,-116.710076,50
622,2016000028,3.3,3.12,KIN 370,Health and Fitness Across the Lifespan,26,84.09%,3,No,1,Jessica Rodriguez,91901,32.808563,-116.710076,40
623,2016000028,3.3,3.12,KIN 380,Socio-Phychological Aspects of Sport &amp; Physical Activity,26,92%,3,No,1,Jessica Rodriguez,91901,32.808563,-116.710076,40
624,2016000028,4.0,3.12,KIN 499,Senior Thesis,26,71.43%,3,No,1,Jessica Rodriguez,91901,32.808563,-116.710076,40
626,2016000029,3.7,2.9,FRS 100,Freshman Seminar,21,93.75%,2,No,1,Breann Williams,93422,35.463544,-120.69291100000001,12
627,2016000029,3.3,2.9,INT 100,Interdisciplinary Studies,21,91.18%,2,No,1,Gaelan Gilbert,93422,35.463544,-120.69291100000001,28
628,2016000029,3.3,2.9,WRI 100,College Composition I,21,88.46%,2,No,1,Kathryn Belsey,93422,35.463544,-120.69291100000001,54
630,2016000029,4.0,2.9,THE 100,Orthodox Christianity,21,93.33%,2,No,1,Robert Fortuin,93422,35.463544,-120.69291100000001,83
631,2016000029,4.0,2.9,MUS 205,Chorale,21,100%,2,No,1,Nazo Zakkak,93422,35.463544,-120.69291100000001,75
633,2016000029,3.7,2.78,ART 100,Intro to Studio Art &amp; Art History,21,81.82%,2,No,1,Jelena Gazivoda,93422,35.463544,-120.69291100000001,39
634,2016000029,1.7,2.78,INT 110,Critical Reasoning,21,71.88%,2,No,1,Garrett Miller,93422,35.463544,-120.69291100000001,29
635,2016000029,2.0,2.78,LIT 201,Special Topics: The Works of JRR Tolkien,21,86.67%,2,No,1,Gaelan Gilbert,93422,35.463544,-120.69291100000001,28
636,2016000029,4.0,2.78,MUS 205,Chorale,21,97.22%,2,No,1,Nazo Zakkak,93422,35.463544,-120.69291100000001,75
637,2016000029,1.7,2.78,THE 105,New Testament,21,85.71%,2,No,1,Josiah Trenham,93422,35.463544,-120.69291100000001,52
638,2016000029,4.0,2.78,WRI 105,College Composition II,21,76.47%,2,No,1,Min Lee,93422,35.463544,-120.69291100000001,71
640,2016000029,4.0,3.83,HIS 100,Introduction to Historical Study,21,100%,2,No,1,David Williams,93422,35.463544,-120.69291100000001,20
641,2016000029,3.3,3.83,INT 200,Classical Rhetoric,21,72%,2,No,1,Evan Getz,93422,35.463544,-120.69291100000001,25
642,2016000029,4.0,3.83,LIT 200,Intro to Literature &amp; Creative Writing,21,90%,2,No,1,Gaelan Gilbert,93422,35.463544,-120.69291100000001,28
643,2016000029,0.0,3.83,MTH 090,Intermediate Algebra,21,62.50%,2,No,1,Kelly DeGrassie,93422,35.463544,-120.69291100000001,57
644,2016000029,4.0,3.83,MUS 201,Orthodox Church Music,21,100%,2,No,1,Nazo Zakkak,93422,35.463544,-120.69291100000001,75
646,2016000029,3.7,3.74,HIS 305,Special Topics in Western History to 1700,21,86.05%,2,No,1,David Williams,93422,35.463544,-120.69291100000001,20
647,2016000029,4.0,3.74,HIS 310,Non-Western History &amp; Geography to 1900,21,89.13%,2,No,1,David Williams,93422,35.463544,-120.69291100000001,20
648,2016000029,3.3,3.74,INT 210,Western Civilization &amp; the Formation of Christendom,21,93.10%,2,No,1,David Williams,93422,35.463544,-120.69291100000001,20
649,2016000029,4.0,3.74,MUS 200,Intro to Music Listening and Performance,21,100%,2,No,1,Nancy Gilbert,93422,35.463544,-120.69291100000001,72
650,2016000029,3.7,3.74,INT 310,Modern European Thought &amp; Culture,21,93.75%,2,No,1,Gaelan Gilbert,93422,35.463544,-120.69291100000001,28
652,2016000029,3.7,3.67,COM 105,Oral Communication,21,80%,2,No,1,Jim Getman,93422,35.463544,-120.69291100000001,41
653,2016000029,4.0,3.67,HIS 300,Historians &amp; Historiography: Ancient &amp; Modern,21,92.59%,2,No,1,David Williams,93422,35.463544,-120.69291100000001,20
654,2016000029,3.3,3.67,INT 300,Ethics,21,72.50%,2,No,1,Garrett Miller,93422,35.463544,-120.69291100000001,29
655,2016000029,4.0,3.67,Chapel,Chapel,21,96.97%,2,No,1,John Reimann,93422,35.463544,-120.69291100000001,46
656,2016000029,1.3,3.67,PSY 150,Introduction to Psychology,21,63.33%,2,No,1,Mili Metz,93422,35.463544,-120.69291100000001,70
657,2016000029,1.3,0.0,HUM 305,Literature in History,21,66.67%,2,No,1,Bethany Getz,93422,35.463544,-120.69291100000001,10
658,2016000029,0.0,0.0,HIS 400,Special Topics in Modern History,21,100%,2,No,1,David Williams,93422,35.463544,-120.69291100000001,20
659,2016000029,0.0,0.0,HUM 310,"Word, Image, Song",21,100%,2,No,1,David Williams,93422,35.463544,-120.69291100000001,20
660,2016000029,0.0,0.0,GKC 100,Elementary Greek I,21,100%,2,No,1,David Williams,93422,35.463544,-120.69291100000001,20
661,2016000029,4.0,0.0,Chapel,Chapel,21,0%,2,No,1,John Reimann,93422,35.463544,-120.69291100000001,46
662,2016000029,4.0,0.0,LIT 310,Golden Age of Russian Literature,21,100%,2,No,1,Bethany Getz,93422,35.463544,-120.69291100000001,10
663,2016000030,2.3,2.15,FRS 100,Freshman Seminar,20,87.50%,2,Yes,0,Breann Williams,92508,33.891133,-117.32674899999999,12
664,2016000030,2.0,2.15,INT 100,Interdisciplinary Studies,20,97.06%,2,Yes,0,Gaelan Gilbert,92508,33.891133,-117.32674899999999,28
665,2016000030,1.7,2.15,MGT 100,Foundations of Business,20,88.24%,2,Yes,0,Nemanja Selezan,92508,33.891133,-117.32674899999999,76
667,2016000030,3.0,2.15,WRI 100,College Composition I,20,84.62%,2,Yes,0,Kathryn Belsey,92508,33.891133,-117.32674899999999,54
669,2016000030,0.0,2.15,ECO 115,Principles of Macroeconomics,20,96.67%,2,Yes,0,Radu Munteanu,92508,33.891133,-117.32674899999999,81
670,2016000030,1.3,2.0,ECO 110,Principles of Microeconomics,20,86.67%,2,Yes,0,Darijo Banjac,92508,33.891133,-117.32674899999999,17
671,2016000030,2.0,2.0,HIS 200,Special Topics: Civil War and Reconstruction Era,20,88.57%,2,Yes,0,Breann Williams,92508,33.891133,-117.32674899999999,12
672,2016000030,1.0,2.0,INT 110,Critical Reasoning,20,83.87%,2,Yes,0,Garrett Miller,92508,33.891133,-117.32674899999999,29
673,2016000030,1.7,2.0,MTH 100,College Algebra,20,94.44%,2,Yes,0,Michael Reedy,92508,33.891133,-117.32674899999999,67
674,2016000030,4.0,2.0,WRI 105,College Composition II,20,64.71%,2,Yes,0,Min Lee,92508,33.891133,-117.32674899999999,71
676,2016000030,2.0,1.6,ACC 220,Financial Accounting,20,93.10%,2,Yes,0,Darijo Banjac,92508,33.891133,-117.32674899999999,17
677,2016000030,2.3,1.6,ECO 115,Principles of Macroeconomics,20,84.38%,2,Yes,0,Thomas Smith,92508,33.891133,-117.32674899999999,89
678,2016000030,1.0,1.6,MGT 270,Management Information Systems,20,0%,2,Yes,0,Goncalo Mendes,92508,33.891133,-117.32674899999999,32
681,2016000030,2.7,1.6,INT 200,Classical Rhetoric,20,70.37%,2,Yes,0,Evan Getz,92508,33.891133,-117.32674899999999,25
682,2016000030,3.0,2.08,ACC 230,Managerial Accounting,20,96.88%,2,Yes,0,Darijo Banjac,92508,33.891133,-117.32674899999999,17
683,2016000030,2.3,2.08,CHE 100,Natural World: Chemistry,20,72.41%,2,Yes,0,Mark Williams,92508,33.891133,-117.32674899999999,63
684,2016000030,3.0,2.08,BUS 310,Leadership and Business Ethics,20,82.35%,2,Yes,0,John Dempsey,92508,33.891133,-117.32674899999999,44
685,2016000030,0.0,2.08,THE 105,New Testament,20,60%,2,Yes,0,Josiah Trenham,92508,33.891133,-117.32674899999999,52
686,2016000031,2.0,2.58,BIO 305,Human Physiology &amp; Anatomy I,22,97.83%,3,No,2,Andrew Nosal,85296,33.332328000000004,-111.749802,6
688,2016000031,2.3,2.58,INT 200,Classical Rhetoric,22,94.12%,3,No,2,Gaelan Gilbert,85296,33.332328000000004,-111.749802,28
689,2016000031,2.7,2.58,KIN 100,Fundamentals of Nutrition,22,90%,3,No,2,Jessica Rodriguez,85296,33.332328000000004,-111.749802,40
690,2016000031,3.7,2.58,THE 100,Orthodox Christianity,22,86.67%,3,No,2,Robert Fortuin,85296,33.332328000000004,-111.749802,83
691,2016000031,2.3,2.58,SPA 100,Spanish I,22,90.63%,3,No,2,David Orozco,85296,33.332328000000004,-111.749802,19
692,2016000031,1.7,2.44,CHE 110,General Chemistry II and LAB,22,100%,3,No,2,Geoff Bray,85296,33.332328000000004,-111.749802,31
693,2016000031,3.0,2.44,INT 210,Western Civilization &amp; the Formation of Christendom,22,84.38%,3,No,2,David Williams,85296,33.332328000000004,-111.749802,20
694,2016000031,3.0,2.44,KIN 300,Applied Kinesiology,22,86.21%,3,No,2,Jessica Rodriguez,85296,33.332328000000004,-111.749802,40
696,2016000031,2.3,2.44,BIO 310,Human Physiology and Anatomy II,22,97.22%,3,No,2,Andrew Nosal,85296,33.332328000000004,-111.749802,6
697,2016000031,3.3,3.33,KIN 315,Nutrition for Health &amp; Exercise Performance,22,100%,3,No,2,Nick Szyndlar,85296,33.332328000000004,-111.749802,77
698,2016000031,3.7,3.33,KIN 325,Motor Control &amp; Learning,22,96.30%,3,No,2,Jessica Rodriguez,85296,33.332328000000004,-111.749802,40
699,2016000031,3.3,3.33,INT 300,Ethics,22,85.71%,3,No,2,Garrett Miller,85296,33.332328000000004,-111.749802,29
701,2016000031,3.0,3.33,KIN 350,Measurments and Evaluation in Kinesiology,22,100%,3,No,2,Josh Dexheimer,85296,33.332328000000004,-111.749802,50
702,2016000031,3.7,3.71,KIN 360,Health Concepts &amp; Disease Prevention,22,90%,3,No,2,Jessica Rodriguez,85296,33.332328000000004,-111.749802,40
703,2016000031,4.0,3.71,KIN 370,Health and Fitness Across the Lifespan,22,93.18%,3,No,2,Jessica Rodriguez,85296,33.332328000000004,-111.749802,40
704,2016000031,4.0,3.71,KIN 380,Socio-Phychological Aspects of Sport &amp; Physical Activity,22,100%,3,No,2,Jessica Rodriguez,85296,33.332328000000004,-111.749802,40
705,2016000031,3.7,3.71,KIN 490,Research Methods I,22,100%,3,No,2,Jessica Rodriguez,85296,33.332328000000004,-111.749802,40
706,2016000031,3.3,3.71,SPA 105,Spanish II,22,100%,3,No,2,David Orozco,85296,33.332328000000004,-111.749802,19
708,2016000032,0.0,2.06,BIO 105,Introductory Biology I and LAB,22,94.74%,2,No,1,Andrew Nosal,92026,33.212444,-117.116098,6
710,2016000032,0.7,2.06,CHE 105,General Chemistry I and LAB,22,96.97%,2,No,1,Geoff Bray,92026,33.212444,-117.116098,31
711,2016000032,1.7,2.06,INT 100,Interdisciplinary Studies,22,94.12%,2,No,1,Gaelan Gilbert,92026,33.212444,-117.116098,28
713,2016000032,3.3,2.06,THE 100,Orthodox Christianity,22,86.67%,2,No,1,Robert Fortuin,92026,33.212444,-117.116098,83
714,2016000032,3.0,2.75,KIN 150,Intro to Athletic Training,22,90.63%,2,No,1,Josh Koeplin-Day,92026,33.212444,-117.116098,51
715,2016000032,2.7,2.75,MTH 105,Introduction to Statistics,22,94.44%,2,No,1,Christos Korgan,92026,33.212444,-117.116098,15
716,2016000032,4.0,2.75,WRI 105,College Composition II,22,94.12%,2,No,1,Min Lee,92026,33.212444,-117.116098,71
717,2016000032,1.3,2.75,INT 110,Critical Reasoning,22,65.63%,2,No,1,Garrett Miller,92026,33.212444,-117.116098,29
718,2016000032,3.0,2.43,INT 200,Classical Rhetoric,22,77.78%,2,No,1,Evan Getz,92026,33.212444,-117.116098,25
719,2016000032,2.7,2.43,KIN 100,Fundamentals of Nutrition,22,80.77%,2,No,1,Jessica Rodriguez,92026,33.212444,-117.116098,40
720,2016000032,3.0,2.43,KIN 200,Introduction to Kinesiology,22,96.15%,2,No,1,Jessica Rodriguez,92026,33.212444,-117.116098,40
721,2016000032,2.0,2.43,KIN 350,Measurments and Evaluation in Kinesiology,22,92.86%,2,No,1,Josh Dexheimer,92026,33.212444,-117.116098,50
722,2016000032,1.7,2.43,BIO 105,Introductory Biology I and LAB,22,100%,2,No,1,Geoff Bray,92026,33.212444,-117.116098,31
724,2016000032,1.7,2.14,BIO 110,Introductory Biology II and LAB,22,100%,2,No,1,Geoff Bray,92026,33.212444,-117.116098,31
725,2016000032,2.7,2.14,INT 210,Western Civilization &amp; the Formation of Christendom,22,97.83%,2,No,1,David Williams,92026,33.212444,-117.116098,20
726,2016000032,3.0,2.14,KIN 275,Fundamentals of Strength &amp; Conditioning &amp; Ex Prescription,22,96.88%,2,No,1,Nick Szyndlar,92026,33.212444,-117.116098,77
727,2016000032,1.3,2.14,INT 310,Modern European Thought &amp; Culture,22,75%,2,No,1,Gaelan Gilbert,92026,33.212444,-117.116098,28
728,2016000033,0.0,1.31,FRS 100,Freshman Seminar,20,75%,2,Yes,0,Breann Williams,79912,31.848583,-106.53431599999999,12
729,2016000033,0.7,1.31,INT 100,Interdisciplinary Studies,20,82.35%,2,Yes,0,Gaelan Gilbert,79912,31.848583,-106.53431599999999,28
730,2016000033,1.7,1.31,MGT 100,Foundations of Business,20,82.35%,2,Yes,0,Nemanja Selezan,79912,31.848583,-106.53431599999999,76
732,2016000033,1.3,1.31,WRI 090,Intermediate Composition,20,88.89%,2,Yes,0,Kathryn Belsey,79912,31.848583,-106.53431599999999,54
734,2016000033,0.0,1.31,ECO 115,Principles of Macroeconomics,20,80%,2,Yes,0,Radu Munteanu,79912,31.848583,-106.53431599999999,81
736,2016000034,3.3,3.32,FRS 100,Freshman Seminar,20,93.75%,3,Yes,1,Breann Williams,12518,41.416157,-74.043064,12
737,2016000034,3.3,3.32,HIS 100,Introduction to Historical Study,20,100%,3,Yes,1,David Williams,12518,41.416157,-74.043064,20
738,2016000034,3.3,3.32,INT 100,Interdisciplinary Studies,20,94.12%,3,Yes,1,Gaelan Gilbert,12518,41.416157,-74.043064,28
740,2016000034,4.0,3.32,THE 100,Orthodox Christianity,20,93.33%,3,Yes,1,Robert Fortuin,12518,41.416157,-74.043064,83
741,2016000034,3.3,3.32,WRI 100,College Composition I,20,96.15%,3,Yes,1,Kathryn Belsey,12518,41.416157,-74.043064,54
742,2016000034,2.7,2.43,ART 100,Intro to Studio Art &amp; Art History,20,72.73%,3,Yes,1,Jelena Gazivoda,12518,41.416157,-74.043064,39
